player,season,nation,pos,age,Matches Played,Avg Mins per Match,Rating,Goals,Assists,Expected Goals,Progressive Passes,Tackles Won,Interceptions,Saves
Kai Havertz,2022,Germany,FW,23,35,2569.0,6.84,7,1,11.6,89,16,7,0
Kai Havertz,2023,Germany,MF,24,37,2634.0,7.2299999999999995,13,7,12.3,99,15,20,0
Kai Pröger,2019,Germany,MF,27,31,2079.0,6.82,2,6,3.3,32,22,14,0
Kaiky,2022,Brazil,DF,18,13,581.0,6.65,0,0,0.1,11,5,11,0
Kaiky,2023,Brazil,DF,19,8,523.0,6.701119709522794,1,0,0.2,24,4,3,0
Kaio Jorge,2021,Brazil,MF,19,9,121.0,6.62823436183689,0,0,0.7,1,1,0,0
Kaio Jorge,2023,Brazil,FW,21,20,812.0,6.51,3,0,5.4,11,4,1,0
Kaj Sierhuis,2020,Netherlands,FW,22,24,652.0,6.590000000000001,0,1,0.9,22,2,2,0
Kaj Sierhuis,2021,Netherlands,FW,23,2,80.0,6.636529251354269,0,0,0.1,1,1,0,0
Kaj Sierhuis,2022,Netherlands,FW,24,14,218.0,6.58,0,0,0.4,3,3,1,0
Kalidou Koulibaly,2017,Senegal,DF,26,35,3066.0,7.079999999999999,5,1,2.6,197,42,40,0
Kalidou Koulibaly,2018,Senegal,DF,27,35,3132.0,7.150000000000001,2,2,2.4,191,40,40,0
Kalidou Koulibaly,2019,Senegal,DF,28,25,2105.0,7.02,0,0,0.8,132,33,31,0
Kalidou Koulibaly,2020,Senegal,DF,29,26,2209.0,7.08,0,0,1.0,116,24,29,0
Kalidou Koulibaly,2021,Senegal,DF,30,27,2405.0,7.22,3,1,1.3,80,23,29,0
Kalidou Koulibaly,2022,Senegal,DF,31,23,1800.0,7.07,2,1,0.9,81,31,29,0
Kalidou Sidibé,2018,France,MF,19,20,1259.0,6.570000000000001,1,0,0.3,52,12,17,0
Kalidou Sidibé,2019,France,MF,20,4,91.0,6.64173998048013,0,0,0.0,4,3,1,0
Kalifa Coulibaly,2017,Mali,FW,25,8,341.0,6.673785468962757,1,0,0.3,11,6,0,0
Kalifa Coulibaly,2018,Mali,FW,26,32,1751.0,6.83,8,2,9.5,31,7,4,0
Kalifa Coulibaly,2019,Mali,FW,27,21,1616.0,6.7,4,0,6.1,21,7,6,0
Kalifa Coulibaly,2020,Mali,FW,28,17,981.0,6.88,3,1,2.6,20,1,2,0
Kalifa Coulibaly,2021,Mali,FW,29,21,850.0,6.91,5,0,4.7,13,1,0,0
Kamaldeen Sulemana,2021,Ghana,MF,19,20,1015.0,6.95,4,2,2.3,42,12,4,0
Kamaldeen Sulemana,2022,Ghana,FW,20,64,646.0,6.67,6,2,6.199999999999999,108,24,20,0
Kamil Glik,2017,Poland,DF,29,36,3240.0,7.06,3,3,2.9,94,23,54,0
Kamil Glik,2018,Poland,DF,30,33,2970.0,6.84,1,0,1.4,107,23,61,0
Kamil Glik,2019,Poland,DF,31,23,2070.0,6.84,1,0,2.2,36,14,27,0
Kamil Glik,2020,Poland,DF,32,36,3206.0,6.790000000000001,2,1,3.4,67,24,62,0
Kamil Grosicki,2020,Poland,MF,32,3,148.0,6.668107610519865,0,1,0.1,4,1,2,0
Kamil Jóźwiak,2023,Poland,MF,25,11,571.0,6.681300962402953,0,1,0.1,21,10,2,0
Kamil Piątkowski,2023,Poland,DF,23,9,505.0,6.644779672542268,0,0,0.8,10,10,8,0
Kamory Doumbia,2021,Mali,MF,18,8,352.0,6.751936885681388,2,1,0.6,23,2,3,0
Kamory Doumbia,2022,Mali,MF,19,26,1155.0,6.72,2,2,3.7,85,16,13,0
Kamory Doumbia,2023,Mali,MF,20,25,879.0,6.96,6,5,4.2,48,18,9,0
Kaoru Mitoma,2022,Japan,FW,25,33,2318.0,6.86,7,5,8.1,90,27,17,0
Kaoru Mitoma,2023,Japan,FW,26,19,1486.0,7.170000000000001,3,4,3.5,64,6,5,0
Kara Mbodji,2018,Senegal,DF,28,6,506.0,6.658744148534812,0,0,0.2,17,10,6,0
Karamoko Cissé,2017,Guinea,FW,28,2,14.0,6.637911732940499,0,0,0.0,1,1,0,0
Karamoko Dembélé,2022,England,FW,19,15,179.0,6.62,0,0,0.2,5,0,1,0
Karamoko Dembélé,2023,England,MF,20,1,16.0,6.639034790327134,0,0,0.0,1,0,0,0
Karim Adeyemi,2022,Germany,FW,20,24,1386.0,6.78,6,5,5.0,47,11,7,0
Karim Adeyemi,2023,Germany,FW,21,21,913.0,6.69,3,1,3.5,26,14,3,0
Karim Aribi,2020,Algeria,FW,26,13,294.0,6.53,0,0,0.8,2,2,0,0
Karim Azamoum,2017,France,MF,27,30,2251.0,6.68,1,0,1.2,80,57,26,0
Karim Azamoum,2021,France,DF,31,7,388.0,6.6408526627515485,0,0,0.1,6,5,1,0
Karim Bellarabi,2017,Germany,MF,27,24,1146.0,6.91,1,3,2.9,51,17,13,0
Karim Bellarabi,2018,Germany,FW,28,19,1057.0,7.0,5,4,3.3,46,6,10,0
Karim Bellarabi,2019,Germany,FW,29,26,1424.0,6.889999999999999,4,6,6.4,43,11,10,0
Karim Bellarabi,2020,Germany,FW,30,22,798.0,6.7700000000000005,0,0,1.8,25,10,12,0
Karim Bellarabi,2021,Germany,FW,31,16,683.0,6.8,3,2,2.0,17,4,9,0
Karim Bellarabi,2022,Germany,FW,32,8,85.0,6.643146708273511,0,0,0.0,4,0,0,0
Karim Benzema,2017,France,FW,29,32,2150.0,7.03,5,10,12.8,98,8,8,0
Karim Benzema,2018,France,FW,30,36,2953.0,7.38,21,6,17.7,135,11,8,0
Karim Benzema,2019,France,FW,31,37,3141.0,7.48,21,8,20.3,173,8,7,0
Karim Benzema,2020,France,FW,32,34,2894.0,7.44,23,9,18.5,114,6,8,0
Karim Benzema,2021,France,FW,33,32,2593.0,7.7299999999999995,27,12,23.7,177,9,4,0
Karim Benzema,2022,France,FW,34,24,2038.0,7.47,19,3,21.5,138,5,2,0
Karim Onisiwo,2017,Austria,DF,25,8,256.0,6.6380876995790885,0,0,0.3,6,5,1,0
Karim Onisiwo,2018,Austria,FW,26,26,1161.0,7.04,7,3,5.6,17,15,9,0
Karim Onisiwo,2019,Austria,FW,27,32,1728.0,6.88,4,6,5.0,29,19,7,0
Karim Onisiwo,2020,Austria,FW,28,31,1843.0,6.7,4,0,6.2,36,20,5,0
Karim Onisiwo,2021,Austria,FW,29,31,2361.0,6.83,5,8,8.2,51,10,7,0
Karim Onisiwo,2022,Austria,FW,30,31,2539.0,6.9399999999999995,10,2,8.2,48,12,2,0
Karim Onisiwo,2023,Austria,FW,31,24,1493.0,6.889999999999999,1,3,2.3,27,8,2,0
Karim Rekik,2017,Netherlands,DF,22,26,2302.0,6.84,2,2,0.5,61,29,28,0
Karim Rekik,2018,Netherlands,DF,23,24,2068.0,6.86,0,0,0.6,76,22,34,0
Karim Rekik,2019,Netherlands,DF,24,14,1260.0,6.85,1,0,0.6,45,10,18,0
Karim Rekik,2020,Netherlands,DF,25,11,653.0,6.668483195685133,0,0,0.1,19,5,6,0
Karim Rekik,2021,Netherlands,DF,26,18,1098.0,6.72,0,2,0.2,30,8,9,0
Karim Rekik,2022,Netherlands,DF,27,16,1181.0,6.69,1,1,0.8,50,5,10,0
Karim Zedadka,2022,France,FW,22,3,20.0,6.637664151011675,0,0,0.0,0,0,0,0
Karl Toko Ekambi,2017,Cameroon,FW,24,37,3040.0,7.02,17,6,17.1,76,8,15,0
Karl Toko Ekambi,2018,Cameroon,FW,25,34,2144.0,6.89,10,1,10.6,28,8,11,0
Karl Toko Ekambi,2019,Cameroon,FW,26,26,765.5,6.82,8,3,10.2,25,5,8,0
Karl Toko Ekambi,2020,Cameroon,FW,27,35,2811.0,7.22,14,6,17.3,91,10,26,0
Karl Toko Ekambi,2021,Cameroon,FW,28,30,2296.0,7.13,12,5,12.6,55,7,20,0
Karl Toko Ekambi,2022,Cameroon,FW,29,36,1162.5,6.89,7,4,8.0,57,10,18,0
Karl-Johan Johnsson,2017,Sweden,GK,27,38,3420.0,6.78,0,0,0.0,0,0,0,0
Karl-Johan Johnsson,2018,Sweden,GK,28,17,1530.0,6.39,0,0,0.0,0,0,0,43
Karlan Grant,2018,England,FW,20,13,877.0,6.659999999999999,4,0,3.6,14,2,2,0
Karlan Grant,2020,England,FW,22,21,1127.0,6.54,1,0,1.8,13,3,5,0
Karol Fila,2021,Poland,DF,23,16,560.0,6.65,0,0,0.0,39,8,4,0
Karol Fila,2022,Poland,DF,24,2,47.0,6.6437266710538045,0,0,0.1,4,0,1,0
Karol Linetty,2017,Poland,MF,22,29,2139.0,6.66,3,1,2.2,115,49,18,0
Karol Linetty,2018,Poland,MF,23,32,2507.0,6.779999999999999,3,3,2.1,118,48,25,0
Karol Linetty,2019,Poland,MF,24,28,2019.0,6.88,4,3,1.8,84,32,26,0
Karol Linetty,2020,Poland,MF,25,27,1832.0,6.58,1,0,1.1,58,28,15,0
Karol Linetty,2021,Poland,MF,26,16,896.0,6.660000000000001,0,0,0.7,22,8,3,0
Karol Linetty,2022,Poland,MF,27,32,1886.0,6.71,1,0,1.0,73,17,19,0
Karol Linetty,2023,Poland,MF,28,28,1858.0,6.78,0,0,0.5,87,21,23,0
Karol Świderski,2023,Poland,FW,26,15,504.0,6.77,2,0,1.7,13,3,1,0
Kasey Palmer,2017,Jamaica,MF,20,4,170.0,6.641136333158294,0,0,0.1,6,3,0,0
Kasper Dolberg,2019,Denmark,FW,21,23,1888.0,6.91,11,3,8.1,10,6,10,0
Kasper Dolberg,2020,Denmark,FW,22,25,1928.0,6.78,6,2,8.4,21,2,6,0
Kasper Dolberg,2021,Denmark,FW,23,26,1492.0,6.83,6,2,6.4,16,4,6,0
Kasper Dolberg,2022,Denmark,FW,24,17,299.5,6.67,1,1,0.5,6,5,0,0
Kasper Schmeichel,2017,Denmark,GK,30,33,2965.0,6.75,0,0,0.0,6,0,0,0
Kasper Schmeichel,2018,Denmark,GK,31,38,3420.0,6.72,0,0,0.1,2,1,3,90
Kasper Schmeichel,2019,Denmark,GK,32,38,3420.0,6.940000000000001,0,0,0.0,1,1,1,94
Kasper Schmeichel,2020,Denmark,GK,33,38,3420.0,6.79,0,0,0.0,0,0,0,88
Kasper Schmeichel,2021,Denmark,GK,34,37,3330.0,6.93,0,0,0.0,2,0,1,128
Kasper Schmeichel,2022,Denmark,GK,35,36,3240.0,7.009999999999999,0,0,0.0,0,0,1,105
Kassoum Ouattara,2023,France,DF,18,14,636.0,6.81,1,0,1.3,22,12,13,0
Kastriot Dermaku,2019,Albania,DF,27,16,1026.0,6.77,0,0,0.7,14,5,12,0
Kastriot Dermaku,2020,Albania,DF,28,2,100.0,6.640465982358088,0,0,0.0,0,1,2,0
Kean Bryan,2020,England,DF,23,13,1004.0,6.74,1,0,0.9,22,10,13,0
Keanan Bennetts,2021,England,FW,22,4,50.0,6.637664151011675,0,0,0.0,0,0,0,0
Keane Lewis-Potter,2022,England,FW,21,10,321.0,6.662517131459451,0,1,0.5,6,0,0,0
Keane Lewis-Potter,2023,England,FW,22,30,1441.0,6.71,3,1,6.3,32,7,7,0
Keidi Bare,2021,Albania,MF,23,25,1481.0,6.7,1,1,0.3,67,17,15,0
Keidi Bare,2022,Albania,MF,24,18,503.0,6.63,0,1,0.6,28,8,11,0
Keinan Davis,2019,England,FW,21,18,548.0,6.6,0,0,2.7,9,1,0,0
Keinan Davis,2020,England,FW,22,15,277.0,6.82,1,1,1.5,6,1,0,0
Keinan Davis,2023,England,FW,25,8,186.0,6.670905653532812,1,0,0.5,6,0,0,0
Keita Baldé,2017,Senegal,FW,22,23,1473.0,6.87,8,5,5.4,32,8,6,0
Keita Baldé,2018,Senegal,FW,23,24,889.0,6.93,5,2,3.9,27,6,3,0
Keita Baldé,2019,Senegal,FW,24,21,858.0,6.7,4,1,4.0,23,5,2,0
Keita Baldé,2020,Senegal,FW,25,25,1197.0,6.869999999999999,7,1,5.7,26,6,0,0
Keita Baldé,2021,Senegal,FW,26,26,1229.0,6.63,3,1,3.5,22,4,4,0
Keita Endo,2020,Japan,MF,22,16,456.0,6.64,1,0,1.4,7,3,6,0
Keita Endo,2021,Japan,MF,23,4,55.0,6.637899890669728,0,0,0.1,2,1,0,0
Keito Nakamura,2023,Japan,FW,23,25,1381.0,6.869999999999999,4,1,3.2,56,11,6,0
Keke Maximilian Topp,2022,Germany,FW,18,1,20.0,6.639626595378199,0,0,0.0,0,0,1,0
Keko,2017,Spain,MF,25,21,1209.0,6.59,0,2,1.3,29,23,13,0
Keko,2018,Spain,MF,26,26,1533.0,6.620000000000001,2,1,3.4,33,18,14,0
Kelechi Iheanacho,2017,Nigeria,FW,20,21,830.0,6.829999999999999,3,3,4.1,26,6,3,0
Kelechi Iheanacho,2018,Nigeria,FW,21,30,941.0,6.63,1,3,2.1,23,5,2,0
Kelechi Iheanacho,2019,Nigeria,FW,22,20,960.0,6.92,5,3,6.0,29,1,3,0
Kelechi Iheanacho,2020,Nigeria,FW,23,25,1459.0,7.12,12,2,8.2,41,5,2,0
Kelechi Iheanacho,2021,Nigeria,FW,24,26,1264.0,6.799999999999999,4,5,3.6,37,7,4,0
Kelechi Iheanacho,2022,Nigeria,FW,25,28,1127.0,6.77,5,5,7.1,27,2,0,0
Kelechi Nwakali,2020,Nigeria,MF,22,5,141.0,6.647222537741966,0,0,0.0,8,3,1,0
Kelvin Amian,2017,France,DF,19,36,3154.0,6.739999999999999,1,1,1.4,107,43,45,0
Kelvin Amian,2018,France,DF,20,32,2880.0,6.679999999999999,0,1,0.6,106,45,36,0
Kelvin Amian,2019,France,DF,21,20,1633.0,6.44,0,2,0.4,68,21,18,0
Kelvin Amian,2021,France,DF,23,32,2646.0,6.68,1,1,2.6,64,42,32,0
Kelvin Amian,2022,France,DF,24,30,2372.0,6.67,0,1,2.7,102,32,22,0
Kelvin Amian,2023,France,DF,25,12,798.0,6.704076831603689,0,1,0.1,28,7,7,0
Kelvin Ofori,2019,Ghana,MF,18,2,37.0,6.639034790327134,0,0,0.0,1,0,0,0
Kelvin Yeboah,2021,Italy,FW,21,17,850.0,6.61,0,1,1.1,11,7,1,0
Kelvin Yeboah,2022,Italy,FW,22,13,353.0,6.75,1,1,1.4,6,4,1,0
Kelvin Yeboah,2023,Italy,FW,23,13,276.0,6.72,0,0,0.5,5,2,1,0
Kelyan Guessoum,2020,France,DF,21,15,1128.0,6.79,0,0,0.5,24,7,24,0
Ken Reichel,2019,Germany,DF,32,7,533.0,6.671122244025368,0,0,0.2,16,3,9,0
Ken Sema,2018,Sweden,MF,24,17,754.0,6.46,1,2,0.8,17,7,8,0
Ken Sema,2019,Sweden,DF,25,32,2453.0,6.87,2,1,0.6,66,41,17,0
Ken Sema,2021,Sweden,MF,27,18,852.0,6.47,0,0,0.1,8,6,5,0
Kenan Karaman,2017,Turkey,MF,23,22,855.0,6.64,1,0,1.9,31,13,1,0
Kenan Karaman,2018,Turkey,FW,24,21,919.0,6.87,3,1,3.4,21,9,2,0
Kenan Karaman,2019,Turkey,FW,25,20,1354.0,6.98,6,1,4.0,25,5,2,0
Kenan Karaman,2022,Turkey,FW,28,21,976.0,6.5,1,2,2.5,18,8,3,0
Kenan Yıldız,2023,Turkey,FW,18,27,952.0,6.86,2,0,1.6,40,9,1,0
Kenji-Van Boto,2022,Madagascar,DF,26,2,180.0,6.638739277649617,0,0,0.1,2,2,1,0
Kenneth Omeruo,2018,Nigeria,DF,24,28,2433.0,6.9,0,0,0.2,56,27,37,0
Kenneth Omeruo,2019,Nigeria,DF,25,23,1874.0,6.85,1,0,0.3,43,17,36,0
Kenneth Zohore,2018,Denmark,FW,24,19,753.0,6.68,1,1,1.7,5,2,2,0
Kenny Lala,2017,Madagascar,DF,25,31,2723.0,7.02,3,4,2.8,168,47,42,0
Kenny Lala,2018,Madagascar,DF,26,34,3060.0,7.14,5,9,3.1,189,45,28,0
Kenny Lala,2019,Madagascar,DF,27,25,2043.0,6.92,2,1,3.2,97,16,20,0
Kenny Lala,2020,Madagascar,DF,28,21,1834.0,6.96,3,2,2.7,88,13,23,0
Kenny Lala,2022,Madagascar,DF,30,17,1417.0,7.04,0,2,0.4,61,19,21,0
Kenny Lala,2023,Madagascar,DF,31,33,2970.0,7.23,2,3,0.5,200,51,28,0
Kenny McLean,2019,Scotland,MF,27,37,2968.0,6.829999999999999,1,1,1.4,173,29,38,0
Kenny McLean,2021,Scotland,MF,29,31,2706.0,6.67,1,0,1.8,99,22,34,0
Kenny Nagera,2020,France,FW,18,1,2.0,6.637664151011675,0,0,0.0,0,0,0,0
Kenny Tete,2017,Netherlands,DF,21,22,1608.0,6.929999999999999,1,4,0.7,74,25,29,0
Kenny Tete,2018,Netherlands,DF,22,13,1048.0,6.98,0,3,0.7,64,23,18,0
Kenny Tete,2019,Netherlands,DF,23,18,1072.0,6.96,0,1,0.7,67,21,19,0
Kenny Tete,2020,Netherlands,DF,24,23,750.5,6.97,0,1,0.3,73,30,29,0
Kenny Tete,2022,Netherlands,DF,26,31,2569.0,7.09,1,5,0.7,103,46,52,0
Kenny Tete,2023,Netherlands,DF,27,14,867.0,6.799999999999999,1,0,0.9,54,17,16,0
Kerem Demirbay,2017,Germany,MF,24,19,1211.0,6.95,2,2,2.2,76,30,14,0
Kerem Demirbay,2018,Germany,MF,25,26,2017.0,7.43,4,9,4.5,181,35,22,0
Kerem Demirbay,2019,Germany,MF,26,25,1573.0,7.2,1,5,3.2,102,19,22,0
Kerem Demirbay,2020,Germany,MF,27,29,1744.0,7.03,4,3,3.5,130,31,8,0
Kerem Demirbay,2021,Germany,MF,28,29,2049.0,7.23,1,4,3.3,142,31,33,0
Kerem Demirbay,2022,Germany,MF,29,25,1544.0,6.94,4,3,2.2,86,18,16,0
Kevin Agudelo,2019,Colombia,MF,20,13,365.0,6.719999999999999,1,1,1.4,45,15,7,0
Kevin Agudelo,2020,Colombia,FW,21,29,1356.0,6.68,1,2,1.5,43,28,10,0
Kevin Agudelo,2021,Colombia,MF,22,23,1237.0,6.71,3,1,2.6,46,26,8,0
Kevin Agudelo,2022,Colombia,MF,23,34,2131.0,6.69,0,1,1.5,110,38,10,0
Kevin Akpoguma,2017,Nigeria,DF,22,22,1690.0,6.82,0,1,0.2,85,39,22,0
Kevin Akpoguma,2018,Nigeria,DF,23,12,406.0,6.729897605675191,0,0,0.0,53,21,22,0
Kevin Akpoguma,2019,Nigeria,DF,24,18,1142.0,6.66,0,0,0.1,32,16,13,0
Kevin Akpoguma,2020,Nigeria,DF,25,16,1184.0,6.83,1,0,0.1,56,12,13,0
Kevin Akpoguma,2021,Nigeria,DF,26,26,1527.0,6.65,2,2,1.2,87,19,20,0
Kevin Akpoguma,2022,Nigeria,DF,27,28,1950.0,6.87,0,0,0.6,85,44,24,0
Kevin Akpoguma,2023,Nigeria,DF,28,17,1097.0,6.83,0,0,0.3,55,18,18,0
Kevin Behrens,2021,Germany,FW,30,24,499.0,6.7,2,2,2.4,16,2,3,0
Kevin Behrens,2022,Germany,FW,31,33,1535.0,6.95,8,1,4.8,71,7,5,0
Kevin Behrens,2023,Germany,FW,32,31,939.0,6.98,5,1,7.6,62,11,9,0
Kevin Danso,2017,Austria,DF,18,16,1105.0,6.9,2,0,1.8,36,12,20,0
Kevin Danso,2018,Austria,DF,19,18,1247.0,6.880000000000001,1,1,0.5,36,14,19,0
Kevin Danso,2019,Austria,DF,20,6,277.0,6.675703552883632,0,1,0.1,12,4,2,0
Kevin Danso,2021,Austria,DF,22,33,2790.0,6.97,2,2,1.7,91,29,40,0
Kevin Danso,2022,Austria,DF,23,37,3232.0,7.01,1,2,2.5,163,19,33,0
Kevin Danso,2023,Austria,DF,24,30,2655.0,7.130000000000001,1,0,1.8,133,14,23,0
Kevin De Bruyne,2017,Belgium,MF,26,37,3073.0,7.790000000000001,8,16,5.1,388,43,25,0
Kevin De Bruyne,2018,Belgium,MF,27,19,975.0,7.34,2,2,1.4,109,15,3,0
Kevin De Bruyne,2019,Belgium,MF,28,35,2791.0,8.0,13,20,7.3,280,24,18,0
Kevin De Bruyne,2020,Belgium,MF,29,25,1997.0,7.77,6,12,9.3,213,21,9,0
Kevin De Bruyne,2021,Belgium,MF,30,30,2201.0,7.779999999999999,15,8,5.7,204,16,6,0
Kevin De Bruyne,2022,Belgium,MF,31,32,2417.0,7.780000000000001,7,16,5.6,246,12,9,0
Kevin De Bruyne,2023,Belgium,MF,32,18,1221.0,7.929999999999999,4,10,2.4,111,9,4,0
Kevin Goden,2018,Germany,DF,19,5,273.0,6.647627313579702,0,0,0.0,4,3,4,0
Kevin Kampl,2017,Slovenia,MF,26,27,1024.5,7.05,1,3,1.5,157,34,33,0
Kevin Kampl,2018,Slovenia,MF,27,27,2113.0,7.23,2,5,1.8,195,24,33,0
Kevin Kampl,2019,Slovenia,MF,28,11,675.0,6.832037404728736,2,2,0.3,50,11,16,0
Kevin Kampl,2020,Slovenia,MF,29,27,1932.0,6.86,0,1,1.1,117,26,29,0
Kevin Kampl,2021,Slovenia,MF,30,27,1899.0,6.82,0,1,0.4,147,19,24,0
Kevin Kampl,2022,Slovenia,MF,31,30,1372.0,6.8,2,2,1.1,80,11,22,0
Kevin Kampl,2023,Slovenia,MF,32,26,1363.0,6.8,1,0,0.2,88,8,11,0
Kevin Lasagna,2017,Italy,FW,24,29,2130.0,6.92,12,2,11.3,35,7,8,0
Kevin Lasagna,2018,Italy,FW,25,36,2453.0,6.789999999999999,6,2,8.5,29,1,8,0
Kevin Lasagna,2019,Italy,FW,26,36,2569.0,6.800000000000001,10,1,10.6,38,14,10,0
Kevin Lasagna,2020,Italy,FW,27,36,1185.0,6.59,4,1,10.600000000000001,42,4,7,0
Kevin Lasagna,2021,Italy,MF,28,28,1184.0,6.71,2,4,3.3,28,7,3,0
Kevin Lasagna,2022,Italy,FW,29,26,1572.0,6.6,1,2,6.0,19,6,5,0
Kevin Mbabu,2019,Switzerland,DF,24,20,1696.0,7.0200000000000005,3,1,1.7,70,48,23,0
Kevin Mbabu,2020,Switzerland,DF,25,22,1642.0,6.92,0,1,0.6,117,33,22,0
Kevin Mbabu,2021,Switzerland,DF,26,24,1391.0,6.74,0,0,0.3,69,20,35,0
Kevin Mbabu,2022,Switzerland,DF,27,6,144.0,6.6758120363478195,0,1,0.0,8,2,3,0
Kevin Mbabu,2023,Switzerland,DF,28,25,2047.0,6.74,0,2,0.1,84,39,24,0
Kevin McDonald,2018,Scotland,MF,29,15,841.0,6.54,0,0,0.1,41,11,9,0
Kevin Mirallas,2017,Belgium,FW,29,5,138.0,6.6356419336256875,0,0,0.2,3,3,0,0
Kevin Mirallas,2018,Belgium,FW,30,27,1299.0,6.76,2,1,3.3,44,7,4,0
Kevin Miranda,2023,Italy,DF,20,1,14.0,6.637664151011675,0,0,0.0,0,0,0,0
Kevin Möhwald,2018,Germany,MF,25,23,873.0,6.7700000000000005,3,1,1.0,56,10,17,0
Kevin Möhwald,2019,Germany,MF,26,1,74.0,6.643382447931564,0,0,0.1,6,1,0,0
Kevin Möhwald,2020,Germany,MF,27,27,1555.0,6.769999999999999,5,1,1.7,76,9,32,0
Kevin Möhwald,2021,Germany,MF,28,16,354.0,6.55,0,0,0.6,25,1,3,0
Kevin Müller,2023,Germany,GK,32,34,3060.0,7.2,0,0,0.0,0,0,0,121
Kevin Paredes,2021,United States,FW,18,2,16.0,6.637664151011675,0,0,0.0,0,0,0,0
Kevin Paredes,2022,United States,FW,19,22,529.0,6.78,1,3,0.2,29,9,6,0
Kevin Paredes,2023,United States,FW,20,28,1432.0,6.89,3,0,3.0,50,21,23,0
Kevin Rüegg,2020,Switzerland,DF,21,7,205.0,6.6457009576910995,0,0,0.0,3,0,2,0
Kevin Schade,2021,Germany,MF,19,21,831.0,6.7,4,1,2.1,16,7,3,0
Kevin Schade,2022,Germany,FW,20,26,457.0,6.62,1,1,2.3000000000000003,18,12,4,0
Kevin Schade,2023,Germany,FW,21,11,333.0,6.721651214401172,2,1,1.2,9,1,1,0
Kevin Sessa,2023,Germany,MF,23,30,1011.0,6.74,3,0,2.9,51,10,4,0
Kevin Spadanuda,2022,Switzerland,MF,25,22,1063.0,6.5,0,1,0.7,17,18,11,0
Kevin Strootman,2017,Netherlands,MF,27,32,2258.0,6.82,1,1,2.7,211,38,27,0
Kevin Strootman,2018,Netherlands,MF,28,29,1016.0,6.830000000000001,1,5,2.0,120,42,26,0
Kevin Strootman,2019,Netherlands,MF,29,25,1416.0,6.8500000000000005,2,3,1.8,93,27,17,0
Kevin Strootman,2020,Netherlands,MF,30,29,773.5,7.02,0,4,0.5,102,24,30,0
Kevin Strootman,2021,Netherlands,MF,31,10,640.0,6.704880659117813,0,0,0.0,38,4,10,0
Kevin Strootman,2023,Netherlands,MF,33,27,1207.0,6.790000000000001,0,2,0.1,61,19,7,0
Kevin Stöger,2018,Austria,MF,24,25,2118.0,7.35,1,7,2.4,179,35,31,0
Kevin Stöger,2019,Austria,MF,25,17,1268.0,7.05,0,4,0.8,101,15,26,0
Kevin Stöger,2020,Austria,MF,26,19,538.0,6.83,3,0,1.8,38,6,6,0
Kevin Stöger,2021,Austria,MF,27,23,419.0,6.84,1,1,1.4,51,5,5,0
Kevin Stöger,2022,Austria,MF,28,32,2599.0,7.080000000000001,5,3,4.4,214,45,26,0
Kevin Stöger,2023,Austria,MF,29,32,2668.0,7.6,7,10,6.2,283,30,19,0
Kevin Trapp,2017,Germany,GK,27,4,360.0,6.637664151011675,0,0,0.0,0,0,0,0
Kevin Trapp,2018,Germany,GK,28,33,2937.0,6.940000000000001,0,0,0.0,0,0,0,111
Kevin Trapp,2019,Germany,GK,29,22,1980.0,6.8,0,0,0.0,0,0,3,69
Kevin Trapp,2020,Germany,GK,30,33,2970.0,6.82,0,0,0.0,0,0,3,99
Kevin Trapp,2021,Germany,GK,31,32,2880.0,6.95,0,0,0.0,0,0,1,112
Kevin Trapp,2022,Germany,GK,32,33,2970.0,6.68,0,0,0.0,0,1,0,80
Kevin Trapp,2023,Germany,GK,33,32,2880.0,6.929999999999999,0,0,0.0,1,0,1,87
Kevin Vogt,2017,Germany,DF,25,31,2790.0,7.009999999999999,0,1,0.3,126,28,25,0
Kevin Vogt,2018,Germany,DF,26,28,2391.0,6.78,0,0,0.2,126,15,33,0
Kevin Vogt,2019,Germany,DF,27,25,1032.5,6.86,0,0,0.1,79,15,33,0
Kevin Vogt,2020,Germany,DF,28,24,1841.0,6.76,0,1,0.0,128,12,16,0
Kevin Vogt,2021,Germany,DF,29,30,2569.0,6.710000000000001,0,2,0.0,150,12,13,0
Kevin Vogt,2022,Germany,DF,30,22,1775.0,6.76,0,0,0.0,104,10,26,0
Kevin Vogt,2023,Germany,DF,31,32,1321.0,6.87,0,0,0.7,125,19,16,0
Kevin Volland,2017,Germany,FW,25,31,2591.0,6.97,14,2,9.5,77,20,3,0
Kevin Volland,2018,Germany,FW,26,34,2814.0,7.23,14,9,13.8,93,20,6,0
Kevin Volland,2019,Germany,FW,27,27,2047.0,7.11,10,7,11.5,57,6,5,0
Kevin Volland,2020,Germany,FW,28,35,2769.0,7.11,16,7,11.6,84,16,4,0
Kevin Volland,2021,Germany,MF,29,34,2436.0,6.980000000000001,9,9,7.4,102,10,3,0
Kevin Volland,2022,Germany,FW,30,17,639.0,6.820000000000001,3,2,1.7,31,4,2,0
Kevin Volland,2023,Germany,FW,31,26,1345.0,6.72,3,4,5.3,48,9,6,0
Kevin Wimmer,2017,Austria,DF,24,17,1323.0,6.64,0,0,0.1,40,17,30,0
Kevin Wimmer,2018,Austria,DF,25,22,1683.0,6.69,0,0,0.2,79,17,41,0
Kevin Zeroli,2023,Italy,MF,18,3,28.0,6.637911732940499,0,0,0.0,1,1,0,0
